perc_change,high_perc,low_perc,age,liq,mcap,vol,m5,h1,h6,h24,watch_start_time,watch_end_time,watch_id
0.60,5.96,-16.00,180,69000.00,322000.00,1700000.00,5.32,56.04,307.00,307.00,2025-07-17 07:16:25,2025-07-17 07:26:25,2157ac34-1e4f-42a9-92a3-9a0519f1dbf7
-7.15,5.62,-12.71,60,159000.00,1700000.00,5600000.00,23.35,1510.00,2434.00,2434.00,2025-07-17 07:27:59,2025-07-17 07:37:59,66899529-e841-42ff-8b3b-f2c686871a92
32.03,42.97,-2.56,180,66000.00,306000.00,2200000.00,26.78,5.66,327.00,327.00,2025-07-17 07:39:32,2025-07-17 07:49:32,1deb9457-981d-425b-abf6-1d632a54a8ed
-0.25,0.00,-3.73,240,1000000.00,15800000.00,5200000.00,6.47,-3.93,115.00,115.00,2025-07-17 07:52:20,2025-07-17 08:02:20,5e5a40a4-5775-4ca0-a0e0-f6b87bc1d938
5.07,7.56,-4.98,1440,37000.00,104000.00,639000.00,15.74,24.38,2679.00,2819.00,2025-07-17 08:03:53,2025-07-17 08:13:53,9db60a7c-9126-4b34-85e5-143421726375
-1.72,18.13,-10.25,1440,39000.00,117000.00,648000.00,9.49,39.62,3011.00,3168.00,2025-07-17 08:15:27,2025-07-17 08:25:27,35382361-4ddb-4cf0-987c-7a6c6ecc309b
-17.38,24.90,-23.31,36,47000.00,167000.00,751000.00,54.45,132.00,132.00,132.00,2025-07-17 08:27:03,2025-07-17 08:37:04,835c7115-af95-46af-8b94-b969a910245b
-30.62,12.25,-42.27,300,71000.00,338000.00,2000000.00,16.50,15.26,327.00,327.00,2025-07-17 08:38:39,2025-07-17 08:48:39,c7c5fa3e-c5ba-47be-b9cc-31b4ce899b78
-18.33,29.00,-22.19,59,47000.00,164000.00,982000.00,32.08,127.00,127.00,127.00,2025-07-17 08:50:13,2025-07-17 09:00:13,b072d9fb-5224-4089-9819-3395b2a7af14
-14.51,1.48,-21.53,49,41000.00,133000.00,220000.00,12.34,83.65,83.65,83.65,2025-07-17 09:01:47,2025-07-17 09:11:48,a89f56af-31c6-4791-8579-319d8778ebdd
-0.96,40.80,-7.42,57,44000.00,154000.00,321000.00,23.11,113.00,113.00,113.00,2025-07-17 09:13:21,2025-07-17 09:23:22,f87e0a82-15e1-4f2d-86bd-ff051a2dcaca
-7.92,9.85,-16.53,60,47000.00,176000.00,371000.00,14.87,18.43,143.00,143.00,2025-07-17 09:24:55,2025-07-17 09:34:56,ab16bd72-c279-4ee7-b272-0a4746547375
2.21,11.49,0.00,1440,76000.00,424000.00,1100000.00,0.50,35.07,90.79,119.00,2025-07-17 09:36:29,2025-07-17 09:46:30,7d9fb527-9a98-4d1e-8d5d-d6521c95249c
-33.75,2.42,-35.05,23,44000.00,159000.00,261000.00,21.79,107.00,107.00,107.00,2025-07-17 09:48:03,2025-07-17 09:58:04,65d4fe29-16a7-40f0-9bc9-3d83b8c9afcb
-6.24,1.18,-6.24,1440,141000.00,1200000.00,2800000.00,14.52,6.44,82.25,92.54,2025-07-17 09:59:43,2025-07-17 10:09:43,aa11659f-ca34-492f-a870-a18e12156f29
-8.52,2.30,-8.99,1440,82000.00,492000.00,1000000.00,15.61,41.50,60.29,58.36,2025-07-17 10:12:27,2025-07-17 10:22:28,b193e3f8-b44f-4b8d-a21b-52b2af952337
5.07,5.07,-1.27,1440,149000.00,1400000.00,2800000.00,15.58,14.99,113.00,122.00,2025-07-17 10:24:01,2025-07-17 10:34:01,ef3bcabc-125d-4698-a28e-a4f3f0285108
-12.36,0.00,-14.68,120,64000.00,328000.00,346000.00,3.96,65.92,356.00,356.00,2025-07-17 10:35:39,2025-07-17 10:45:40,4a7bc5c8-1638-4aab-a54a-d4e91c9c9697
-9.17,0.00,-9.17,120,58000.00,271000.00,354000.00,-3.69,41.29,277.00,277.00,2025-07-17 10:47:13,2025-07-17 10:57:13,6dd5bcb3-07c7-48ff-8cad-d603e7882340
-0.39,2.76,-0.88,30240,117000.00,430000.00,381000.00,3.88,-5.42,76.22,216.00,2025-07-17 10:58:48,2025-07-17 11:08:48,863af638-0f3e-4abc-8e02-8e7d1404daf8
-1.48,2.27,-1.48,30240,117000.00,429000.00,385000.00,-0.92,-2.88,74.28,208.00,2025-07-17 11:10:23,2025-07-17 11:20:24,40f791e0-acdc-4b14-bf60-81041ed361e1
-24.26,23.07,-24.26,39,42000.00,126000.00,1500000.00,13.79,74.58,74.58,74.58,2025-07-17 11:21:57,2025-07-17 11:31:57,9a89c650-e10c-4b2f-9a0b-3eb7c641435d
11.10,12.43,-0.10,60,74000.00,607000.00,57000.00,0.01,314.00,24701.00,24701.00,2025-07-17 11:35:08,2025-07-17 11:45:08,dbfb6f24-763a-430e-bd7b-1366a7601f2f
-47.76,0.01,-49.29,60,79000.00,677000.00,60000.00,1.11,127.00,27579.00,27579.00,2025-07-17 11:46:41,2025-07-17 11:56:42,8a9ffb0f-6e60-42a9-9742-fc0e7c1ba3d1
-0.17,14.28,-19.67,25,80000.00,397000.00,4100000.00,12.92,454.00,454.00,454.00,2025-07-17 11:58:15,2025-07-17 12:08:16,e0fb7a90-92ee-43d8-b124-47fc0e8f9d9f
-11.73,32.89,-16.61,37,79000.00,413000.00,4400000.00,1.47,476.00,476.00,476.00,2025-07-17 12:09:49,2025-07-17 12:19:49,90c6580b-b8a4-415a-a02b-de02a833d876
-0.35,1.53,-0.55,86400,861000.00,6500000.00,2000000.00,-2.37,1.88,83.25,112.00,2025-07-17 12:21:24,2025-07-17 12:31:24,b343f978-830d-4faa-9354-3972853a0060
13.25,18.21,-9.84,480,42000.00,135000.00,1000000.00,-6.24,0.87,148.00,88.45,2025-07-17 12:33:00,2025-07-17 12:43:00,3642c06e-7d36-4f04-9798-2447940e6d86
56.22,88.12,0.00,480,46000.00,157000.00,1000000.00,15.67,2.30,388.00,120.00,2025-07-17 12:44:37,2025-07-17 12:54:37,e80da4d6-d973-41cf-bd52-8d3c0dced1d1
-7.00,16.27,-11.85,57,43000.00,152000.00,288000.00,7.58,98.83,98.83,98.83,2025-07-17 12:56:55,2025-07-17 13:06:55,2df5fc1d-3f44-4031-bf26-99887ff2482d
-5.07,1.03,-5.53,86400,827000.00,5900000.00,2100000.00,-3.39,-3.33,46.65,91.78,2025-07-17 13:08:32,2025-07-17 13:18:33,5c6157ff-3fc0-4cb3-977f-31e203a38cba
-14.35,2.85,-19.13,1440,256000.00,2400000.00,3000000.00,50.98,68.98,95.48,-6.01,2025-07-17 13:20:06,2025-07-17 13:30:06,f5d15c89-ba51-4af1-9e37-327b72400f1c
-2.48,0.80,-3.61,10080,57000.00,237000.00,279000.00,-0.71,11.43,61.34,21.04,2025-07-17 13:31:40,2025-07-17 13:41:40,1f14660a-79a4-497e-8b09-2fb2577d7fdc
-13.08,1.52,-13.86,86400,740000.00,5800000.00,3400000.00,-3.34,160.00,131.00,148.00,2025-07-17 13:43:15,2025-07-17 13:53:15,815fed3f-16d5-479d-babf-5a9ab3abdd02
8.51,10.96,-25.62,60,52000.00,216000.00,322000.00,66.74,331.00,186.00,186.00,2025-07-17 13:54:49,2025-07-17 14:04:49,fe3547eb-3e72-454c-ae3b-9038b5a348aa
-40.20,8.27,-41.68,35,50000.00,198000.00,460000.00,-2.48,178.00,178.00,178.00,2025-07-17 14:06:22,2025-07-17 14:16:22,24d5124d-fd9e-4490-8e70-3d58b44dd32f
-4.94,1.16,-10.69,86400,730000.00,5600000.00,4600000.00,4.42,143.00,132.00,138.00,2025-07-17 14:17:56,2025-07-17 14:27:56,cf673a05-c6e2-4e74-ad12-6fa5f173d280
-22.98,0.00,-33.41,60,52000.00,186000.00,2300000.00,148.00,62.92,161.00,161.00,2025-07-17 14:29:30,2025-07-17 14:39:30,2b9190dd-5b58-42dc-908b-a0947be0e73c
20.51,27.30,0.00,50,35000.00,92000.00,1100000.00,-8.99,21.11,21.11,21.11,2025-07-17 14:44:12,2025-07-17 14:54:13,df1a1dce-6f63-40f8-97a3-c381f2c75f75
4.33,50.67,-11.36,18,48000.00,180000.00,577000.00,-6.61,152.00,152.00,152.00,2025-07-17 14:57:10,2025-07-17 15:07:11,a5d4cca4-72b2-433c-a37e-64011618d257
3.31,11.39,-3.45,60,61000.00,297000.00,199000.00,11.26,16.89,315.00,315.00,2025-07-17 15:08:45,2025-07-17 15:18:45,1ece76e8-7655-4c53-9d1c-676d5d4ac1be
0.13,0.89,-6.01,60,61000.00,298000.00,219000.00,-7.08,3.89,317.00,317.00,2025-07-17 15:20:18,2025-07-17 15:30:18,d9901d05-b03a-41f7-94b1-675273c3c5b4
-8.64,16.06,-10.30,86400,846000.00,11300000.00,6800000.00,0.78,81.56,97.44,79.76,2025-07-17 15:31:51,2025-07-17 15:41:52,a38379d6-eba5-4781-a5a0-fd9b7d447d50
-41.93,2.28,-53.77,19,109000.00,824000.00,2000000.00,114.00,1046.00,1046.00,974.00,2025-07-17 15:43:25,2025-07-17 15:53:26,2e341286-23e0-4f2b-b527-ecb90d0d8653
-13.08,1.37,-13.08,345600,499000.00,2700000.00,1500000.00,-4.57,11.16,97.06,91.92,2025-07-17 15:55:03,2025-07-17 16:05:04,fc67a9ad-874b-4b30-a643-4a6331efd045
-32.39,12.09,-44.98,43,137000.00,1400000.00,1900000.00,-3.62,1361.00,1361.00,1361.00,2025-07-17 16:07:07,2025-07-17 16:18:05,47c7ce8b-af1d-40d3-8216-030f41660912
-30.71,3.65,-36.97,45,129000.00,1300000.00,1900000.00,-1.58,1193.00,1193.00,1193.00,2025-07-17 16:19:38,2025-07-17 16:29:39,d24bb30e-c4b3-423c-9ad6-86d4338944e0
-3.50,0.42,-17.45,56,92000.00,648000.00,1400000.00,-4.14,651.00,651.00,651.00,2025-07-17 16:31:13,2025-07-17 16:41:14,c6d467d9-1e58-44aa-b669-b1b43781fe94
-2.05,13.84,-7.06,60,92000.00,646000.00,1700000.00,10.71,140.00,649.00,649.00,2025-07-17 16:42:50,2025-07-17 16:52:50,3728ae72-bb33-4219-9da3-f76e32397d26
10.75,28.92,0.00,240,191000.00,2400000.00,1100000.00,8.64,-2.09,95.44,95.44,2025-07-17 16:54:23,2025-07-17 17:04:24,90992a85-c68e-4d22-9cea-576de6589c76
-96.96,5.16,-96.96,600,88000.00,625000.00,337000.00,-3.14,30.23,400.00,758.00,2025-07-17 17:07:07,2025-07-17 17:17:07,f858eff9-bb25-4e82-a7ab-4d1d190a8e61
-28.84,0.00,-34.57,120,46000.00,170000.00,512000.00,16.71,21.66,136.00,136.00,2025-07-17 17:18:53,2025-07-17 17:28:53,c007f42c-ed96-4e4c-94b6-f68f0b54d91d
15.06,31.95,-15.25,120,44000.00,149000.00,532000.00,18.58,33.77,107.00,107.00,2025-07-17 17:30:27,2025-07-17 17:40:27,58512b28-a067-4c97-b9e4-01d351324396
-3.43,0.00,-3.68,43200,200000.00,1100000.00,1800000.00,8.28,-5.96,65.18,68.96,2025-07-17 17:42:05,2025-07-17 17:52:05,73143107-509a-4033-b48e-f420a72c7d73
-12.23,8.56,-26.23,345600,207000.00,1700000.00,770000.00,38.16,375.00,904.00,1327.00,2025-07-17 17:53:38,2025-07-17 18:03:38,8fc243c2-b96f-43cd-9034-5ef80e5e8cde
-26.80,0.00,-35.80,345600,192000.00,1400000.00,866000.00,4.79,102.00,757.00,1118.00,2025-07-17 18:05:11,2025-07-17 18:15:11,ad6aec13-5016-4b8e-9329-141b2235a029
-1.35,0.95,-2.11,86400,782000.00,9500000.00,8400000.00,0.76,-2.10,58.21,51.99,2025-07-17 18:16:47,2025-07-17 18:26:48,c3916a26-d250-4d11-81f2-e3a625f99cfa
-37.86,0.66,-49.13,660,41000.00,130000.00,604000.00,58.38,196.00,1600.00,68.06,2025-07-17 18:28:22,2025-07-17 18:38:23,724bc724-2e95-44de-b3e7-f293d852f0cb
-4.24,2.24,-5.56,1440,104000.00,673000.00,1700000.00,-4.40,31.25,97.85,137.00,2025-07-17 18:39:58,2025-07-17 18:49:58,499c63c4-9b6c-477c-a6fa-9b0a6be515c9
20.87,60.19,-30.44,60,59000.00,261000.00,549000.00,74.31,989.00,260.00,260.00,2025-07-17 18:51:31,2025-07-17 19:01:32,a07da90d-01cd-4a54-b518-6c46f43a4b36
-36.79,0.00,-41.18,60,67000.00,334000.00,982000.00,-6.62,2374.00,360.00,360.00,2025-07-17 19:03:07,2025-07-17 19:13:07,fdd4b7cd-12d1-4ee3-ad68-640245f4e3a2
4.43,9.35,-13.91,55,108000.00,883000.00,1500000.00,22.36,1112.00,1112.00,1112.00,2025-07-17 19:15:44,2025-07-17 19:25:44,8d33c096-4c6c-4846-800e-861d0265ef5e
-14.50,26.36,-17.74,300,48000.00,181000.00,477000.00,26.73,92.49,153.00,153.00,2025-07-17 19:27:21,2025-07-17 19:37:21,d56f5523-a740-4fc4-a360-efbc1da6b0f0
-25.06,13.66,-33.04,780,37000.00,104000.00,663000.00,18.63,32.71,1281.00,35.14,2025-07-17 19:38:55,2025-07-17 19:48:56,89393aba-66db-4bb7-a6b6-a1982075511a
13.62,14.91,-3.79,300,45000.00,156000.00,506000.00,-0.24,48.73,118.00,118.00,2025-07-17 19:50:29,2025-07-17 20:00:30,54fb5537-ffd0-4eca-8d27-51d9fe73f738
8.71,60.00,-12.18,16,51000.00,207000.00,651000.00,-4.63,185.00,185.00,185.00,2025-07-17 20:03:31,2025-07-17 20:13:32,8aba46b5-a0d0-489b-9326-346ea042aa1e
-1.94,0.51,-2.11,43200,199000.00,1100000.00,1800000.00,4.60,-0.35,54.51,70.75,2025-07-17 20:15:06,2025-07-17 20:25:06,8040b782-27cd-45fd-a611-037c00b320ff
-18.56,0.00,-25.41,120,44000.00,142000.00,1100000.00,61.08,-2.88,96.35,96.35,2025-07-17 20:26:40,2025-07-17 20:36:40,a145ce9c-511a-4dd8-854c-fda15a403a13
-25.85,5.60,-40.57,44,95000.00,671000.00,1700000.00,-8.60,828.00,828.00,828.00,2025-07-17 20:38:14,2025-07-17 20:48:14,4ffce348-97c6-4798-b5d5-ef0c576c0b41
-18.85,5.81,-20.60,56,80000.00,472000.00,1800000.00,-7.56,553.00,553.00,553.00,2025-07-17 20:49:47,2025-07-17 20:59:47,50c700c4-0a4f-4f8a-b621-717dc6de2531
32.42,119.52,-14.07,17,122000.00,979000.00,3700000.00,29.93,1222.00,1222.00,1222.00,2025-07-17 21:01:20,2025-07-17 21:11:21,a891e4a6-724b-4acf-9c11-f3a9b97fb193
111.35,145.25,0.00,28,168000.00,1700000.00,7600000.00,12.26,2228.00,2228.00,2228.00,2025-07-17 21:12:55,2025-07-17 21:22:55,93fc144f-0513-46a2-a083-728289184faa
-4.78,0.49,-4.78,11520,74000.00,365000.00,654000.00,-1.43,3.69,48.28,81.94,2025-07-17 21:25:49,2025-07-17 21:35:50,7bc441cc-bbd4-471b-a5d7-a4475c837707
1.40,7.32,0.00,240,40000.00,126000.00,235000.00,2.16,17.55,63.93,63.93,2025-07-17 21:37:23,2025-07-17 21:47:24,904972d9-832a-4eb1-b87e-6bda92085619
-4.48,2.64,-4.48,240,39000.00,122000.00,251000.00,-8.35,1.88,58.73,58.73,2025-07-17 21:48:58,2025-07-17 21:58:59,49f9e8b1-ba7a-449b-b64d-07c1bde82233
-23.98,10.00,-27.30,28,202000.00,5300000.00,860000.00,-2.02,231.00,231.00,231.00,2025-07-17 22:00:33,2025-07-17 22:10:34,ead347eb-6f87-4a37-8dc3-2a25d8575c1b
7.49,8.78,-0.40,2880,78000.00,378000.00,365000.00,-0.78,50.17,139.00,58.89,2025-07-17 22:12:09,2025-07-17 22:22:10,4e575a77-a48b-4400-b55d-6ded0143ac7d
20.51,20.68,-7.61,31,55000.00,220000.00,1300000.00,17.90,197.00,197.00,197.00,2025-07-17 22:23:43,2025-07-17 22:33:44,8d80067d-7658-4177-972a-409775d7a25b
-10.70,14.92,-31.81,24,175000.00,1800000.00,5100000.00,51.60,2473.00,2473.00,2473.00,2025-07-17 22:35:17,2025-07-17 22:45:17,9639c9fe-73e0-493a-b1c4-7aa6eec9eebc
-21.80,14.19,-27.42,36,173000.00,1800000.00,6000000.00,-0.64,2370.00,2370.00,2370.00,2025-07-17 22:46:53,2025-07-17 22:56:53,f0d9cb12-196b-47c1-a9ac-20804e64fc28
-1.44,39.73,-3.81,60,73000.00,346000.00,2900000.00,7.99,45.37,367.00,367.00,2025-07-17 22:58:27,2025-07-17 23:08:27,c32861bc-6ad6-4515-ae1a-62f95df819fb
17.00,18.40,-0.04,60,236000.00,7300000.00,1300000.00,9.72,79.68,355.00,355.00,2025-07-17 23:10:01,2025-07-17 23:20:02,d66bcd1c-681a-4df9-9583-39279460fc5e
-3.95,0.00,-7.56,2880,86000.00,451000.00,519000.00,-3.52,10.69,187.00,92.50,2025-07-17 23:21:35,2025-07-17 23:31:36,418dd98b-9584-4fff-ba28-0e18e1e83d62
3.63,8.10,-7.56,180,48000.00,166000.00,2100000.00,-5.07,6.51,129.00,129.00,2025-07-17 23:33:10,2025-07-17 23:43:10,a0038398-dbad-4e09-b986-fc904d43c315
6.21,15.68,-8.15,47,43000.00,131000.00,1100000.00,15.63,68.27,68.27,68.27,2025-07-17 23:45:54,2025-07-17 23:55:55,4d00cb54-ae73-4c35-b8e6-dcc569186b9f
35.76,82.80,-12.90,180,76000.00,381000.00,3200000.00,88.16,262.00,417.00,417.00,2025-07-17 23:57:28,2025-07-18 00:07:28,69d9683d-43a2-4a74-b7f9-be9fc1f8d28c
102.11,109.27,-15.12,180,103000.00,685000.00,3600000.00,10.52,568.00,830.00,830.00,2025-07-18 00:09:01,2025-07-18 00:19:02,8fb183b0-603b-41b0-9586-4d0e7946e675
-7.06,6.41,-7.33,1080,51000.00,184000.00,1600000.00,11.84,5.05,149.00,155.00,2025-07-18 00:20:36,2025-07-18 00:30:36,1ffd161b-7215-4406-9915-8781419be7a9
6.34,6.42,-9.86,180,510000.00,13200000.00,2800000.00,15.09,35.00,550.00,550.00,2025-07-18 00:32:10,2025-07-18 00:42:11,030c4366-3bf5-47f6-a194-b758d783e442
-3.14,3.94,-12.77,180,498000.00,13400000.00,2900000.00,15.20,-5.01,559.00,559.00,2025-07-18 00:43:43,2025-07-18 00:53:44,9b5520f8-b4eb-42eb-bfec-adb045e34b2a
15.47,16.09,-1.73,1140,48000.00,159000.00,1600000.00,4.26,-1.98,111.00,122.00,2025-07-18 00:55:18,2025-07-18 01:05:19,ffd85ddb-eec8-4d01-a8d5-f2acb00869f6
-1.77,24.18,-13.88,120,52000.00,190000.00,1400000.00,0.67,11.78,143.00,143.00,2025-07-18 01:06:52,2025-07-18 01:16:52,2f670417-08a8-46d2-b86d-e12ce18cbed0
-1.48,0.05,-1.48,1440,55000.00,216000.00,1100000.00,0.74,-7.66,53.00,5.44,2025-07-18 01:18:27,2025-07-18 01:28:28,05fdf958-cf1f-40e6-a290-f9153daed805
-19.28,0.00,-31.75,120,52000.00,189000.00,1300000.00,6.93,88.02,155.00,155.00,2025-07-18 01:30:00,2025-07-18 01:40:01,789179be-93e7-419e-a83d-ed3738be26e8
-0.43,1.79,-6.30,240,381000.00,13300000.00,2200000.00,-5.66,-1.35,125.00,125.00,2025-07-18 01:41:36,2025-07-18 01:51:37,a6561c9e-2aa3-432b-bb8f-964db51512ad
8.78,19.91,0.00,240,382000.00,14100000.00,2300000.00,3.65,6.15,139.00,139.00,2025-07-18 01:53:11,2025-07-18 02:03:11,4aa09a69-b836-406f-879f-7794137ea99f
29.69,30.28,0.00,35,112000.00,1600000.00,154000.00,5.21,204.00,204.00,204.00,2025-07-18 02:05:58,2025-07-18 02:15:58,4273518a-a007-40d5-ba19-361d32068f8d
8.58,8.58,0.00,47,129000.00,2100000.00,186000.00,1.03,306.00,306.00,306.00,2025-07-18 02:17:32,2025-07-18 02:27:32,c7481f4f-31b2-4edf-8814-c884a53fe80c
-6.50,6.95,-44.89,120,50000.00,148000.00,2500000.00,59.26,246.00,84.81,84.81,2025-07-18 02:29:10,2025-07-18 02:39:11,7435064e-42be-494b-84a7-15aa60d2eab4
-8.40,23.58,-10.53,60,62000.00,286000.00,612000.00,7.39,128.00,279.00,279.00,2025-07-18 02:40:45,2025-07-18 02:50:45,45e8d976-0cf7-45b5-a562-aede7ca0322d
-30.85,0.00,-41.58,240,44000.00,133000.00,2000000.00,23.90,264.00,80.68,80.68,2025-07-18 02:52:20,2025-07-18 03:02:20,33d39236-1957-496c-ae31-6e203c980540
1.95,21.31,-10.14,42,57000.00,193000.00,4000000.00,4.95,156.00,156.00,156.00,2025-07-18 03:03:54,2025-07-18 03:13:54,09b37307-7546-4f94-bddb-f9eaa5163ee7
22.56,26.13,-0.08,60,59000.00,250000.00,1100000.00,13.25,29.12,230.00,230.00,2025-07-18 03:15:28,2025-07-18 03:25:29,32a4ce08-ee42-460a-aa5c-142a59c6c651
-5.40,3.14,-5.40,1440,224000.00,2700000.00,2700000.00,4.79,9.63,31.07,91.77,2025-07-18 03:27:14,2025-07-18 03:37:15,235f191b-fbc5-4161-a688-dd3cfadf59ee
22.47,28.14,-1.33,2880,140000.00,1100000.00,2200000.00,20.07,35.21,110.00,908.00,2025-07-18 03:38:50,2025-07-18 03:48:51,e333d00d-7e14-4168-aac9-6fae71b236d1
1.23,2.73,-1.15,1440,217000.00,2600000.00,2600000.00,-1.08,4.45,30.38,36.41,2025-07-18 03:50:26,2025-07-18 04:00:27,9fd6e510-9498-4e96-8d6d-a88b7698e2e1
-12.40,6.62,-24.80,60,58000.00,215000.00,4300000.00,25.46,1.36,185.00,185.00,2025-07-18 04:02:04,2025-07-18 04:12:05,9c010668-f68b-4e9e-bf5d-841082addb51
3.96,31.55,-16.12,16,39000.00,115000.00,291000.00,-9.59,54.19,54.19,54.19,2025-07-18 04:13:39,2025-07-18 04:23:39,46f2a05c-1bd3-49f3-84c7-78ad6b52ec63
-12.11,0.00,-13.42,11520,122000.00,1100000.00,833000.00,-2.21,20.22,148.00,760.00,2025-07-18 04:26:22,2025-07-18 04:36:23,3896584d-f679-40ed-9f5f-f607e88ef7e8
6.02,6.10,-2.11,11520,114000.00,1000000.00,838000.00,-0.79,2.09,116.00,670.00,2025-07-18 04:37:57,2025-07-18 04:47:58,7c5bae32-35eb-4c6f-8f46-94ebb95db97f
-22.57,4.74,-27.41,28,38000.00,105000.00,752000.00,-9.11,41.50,41.50,41.50,2025-07-18 04:51:10,2025-07-18 05:01:10,226ff465-2ac1-4890-8e3b-59785f66048e
12.60,18.95,-8.21,34,36000.00,93000.00,1000000.00,-9.32,24.58,24.58,24.58,2025-07-18 05:02:45,2025-07-18 05:12:46,0321f357-b015-49e3-aae4-d7653970c4ec
7.78,11.36,-5.95,53,37000.00,98000.00,1100000.00,1.76,31.35,31.35,31.35,2025-07-18 05:14:19,2025-07-18 05:24:20,4e22cdba-859c-4949-80e2-969bd038b976
18.99,19.96,-0.97,60,38000.00,102000.00,1100000.00,-0.16,31.06,37.71,37.71,2025-07-18 05:25:58,2025-07-18 05:35:58,1190be78-16c4-4e6c-bb8d-794a0f1ba3a3
41.44,49.67,-3.64,11,36000.00,104000.00,132000.00,56.42,41.50,41.50,41.50,2025-07-18 05:47:29,2025-07-18 05:57:29,d46f07c6-1350-4515-8cc8-26c5123e78da
-27.65,0.00,-46.22,23,46000.00,162000.00,319000.00,19.52,121.00,121.00,121.00,2025-07-18 05:59:04,2025-07-18 06:09:04,f171ccfa-2d3d-4593-955f-80767c010a3b
-7.15,3.25,-20.68,36,63000.00,310000.00,721000.00,-3.66,322.00,322.00,322.00,2025-07-18 06:10:38,2025-07-18 06:20:39,78e6f5c6-e539-4eca-8cc2-8a179af63117
-7.00,16.17,-8.07,48,63000.00,304000.00,789000.00,2.81,315.00,315.00,315.00,2025-07-18 06:22:13,2025-07-18 06:32:13,e237b988-0d44-4ab2-9b68-70585a6afed2
13.04,18.78,-22.48,31,49000.00,185000.00,478000.00,8.99,150.00,150.00,150.00,2025-07-18 06:33:47,2025-07-18 06:43:48,c409683a-d45c-476c-a607-e63b438e37f1
47.15,57.03,-2.33,42,50000.00,186000.00,563000.00,4.33,152.00,152.00,152.00,2025-07-18 06:45:21,2025-07-18 06:55:22,ad486db7-8e1d-4290-9ce7-11ac04a5d919
21.19,21.37,-19.49,39,40000.00,118000.00,506000.00,46.61,60.17,60.17,60.17,2025-07-18 06:56:59,2025-07-18 07:07:00,3ea43f8c-f570-47d5-80ac-f77e41d1d516
-47.83,3.44,-56.78,51,46000.00,161000.00,586000.00,58.90,118.00,118.00,118.00,2025-07-18 07:08:34,2025-07-18 07:18:34,bbeb241f-c056-4d7d-ad60-56c1e6310481
35.00,70.74,-2.39,4320,126000.00,697000.00,1600000.00,5.22,21.32,50.63,15.19,2025-07-18 07:20:08,2025-07-18 07:30:08,3fb6f174-9d20-47bc-86c1-652c9db90241
-5.85,2.70,-8.09,1440,138000.00,1000000.00,4100000.00,5.39,44.98,42.07,118.00,2025-07-18 07:31:45,2025-07-18 07:41:46,cb2a2133-095f-454b-a3ab-a824310e4f8f
-13.21,17.60,-13.23,4320,153000.00,1000000.00,2000000.00,17.19,66.65,113.00,68.80,2025-07-18 07:44:29,2025-07-18 07:54:29,5caff1df-883a-44bc-8c30-d792d4185fbb
-1.33,47.48,-3.20,60,65000.00,316000.00,735000.00,-3.75,334.00,302.00,302.00,2025-07-18 07:56:03,2025-07-18 08:06:03,f398d9a6-66f8-48fd-93cc-74e70c9eaa6f
-3.34,2.23,-6.26,24480,151000.00,1400000.00,680000.00,5.73,19.44,60.47,170.00,2025-07-18 08:07:37,2025-07-18 08:17:37,260c43b4-43a9-4879-a830-0ae15f899791
4.50,57.60,-18.98,8,165000.00,1800000.00,3500000.00,49.45,2373.00,2373.00,2373.00,2025-07-18 08:19:10,2025-07-18 08:29:11,a4f856c7-7836-4a91-9e47-ac8cebeee823
-2.49,27.48,-11.03,20,181000.00,2000000.00,6200000.00,-0.95,2658.00,2658.00,2658.00,2025-07-18 08:30:44,2025-07-18 08:40:44,d7ff2fed-31ff-4ca4-b05c-ea5609f7a87b
23.07,33.36,-8.77,120,42000.00,141000.00,133000.00,0.08,63.83,79.67,79.67,2025-07-18 08:42:21,2025-07-18 08:52:22,9337065c-08b3-48a3-b883-b0dfc0059886
-12.56,11.50,-14.24,180,49000.00,191000.00,151000.00,10.39,134.00,142.00,142.00,2025-07-18 08:53:55,2025-07-18 09:03:56,49b007bf-2aee-4285-8790-9a7effd68a6e
5.30,5.30,-9.59,960,10000.00,398000.00,85000.00,,30.68,71.07,39.32,2025-07-18 09:05:29,2025-07-18 09:15:29,fdd07f8f-3642-4f97-a112-dcd22c1723da
-12.47,0.00,-12.47,960,10000.00,419000.00,85000.00,16.45,17.40,60.43,46.68,2025-07-18 09:17:04,2025-07-18 09:27:05,bca0fee7-437b-4e7f-99bb-dd8a4bc0b2dd
3.39,3.80,-0.33,24480,139000.00,1200000.00,849000.00,1.26,1.18,21.48,86.45,2025-07-18 09:30:06,2025-07-18 09:40:06,dad98e62-4eaf-4c11-82e2-9f54a01fee59
-1.35,0.61,-1.35,172800,600000.00,6600000.00,439000.00,0.38,-0.50,18.15,61.01,2025-07-18 09:48:07,2025-07-18 09:58:08,fd63d5cf-f7d4-4ede-8629-16a69ca4d781
169.35,213.19,-9.54,60,38000.00,105000.00,984000.00,122.00,72.86,44.46,44.46,2025-07-18 09:59:41,2025-07-18 10:09:42,3776f4a4-7f20-47f1-af98-83121d18b82a
-11.62,35.27,-14.92,60,56000.00,220000.00,1100000.00,4.22,368.00,202.00,202.00,2025-07-18 10:11:15,2025-07-18 10:21:15,e44c63f7-4a53-4652-a0b8-5cec680d6932
